Sample Number,ADC Value
1,494
2,494
3,494
4,492
5,493
6,493
7,494
8,492
9,494
10,493
11,492
12,493
13,492
14,490
15,461
16,352
17,134
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,123
47,283
48,446
49,660
50,887
51,1058
52,1176
53,1248
54,1296
55,1326
56,1334
57,1330
58,1324
59,1320
60,1316
61,1312
62,1305
63,1291
64,1279
65,1272
66,1272
67,1275
68,1277
69,1274
70,1270
71,1268
72,1272
73,1280
74,1283
75,1286
76,1282
77,1280
78,1278
79,1275
80,1269
81,1251
82,1162
83,982
84,806
85,697
86,326
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,9
121,201
122,347
123,500
124,656
125,787
126,888
127,962
128,1011
129,1046
130,1073
131,1094
132,1114
133,1130
134,1138
135,1142
136,1138
137,1130
138,1118
139,1114
140,1111
141,1110
142,1106
143,1099
144,1094
145,1090
146,1088
147,1087
148,1086
149,1090
150,1091
151,1094
152,1100
153,1106
154,1110
155,1112
156,1117
157,1122
158,1128
159,1134
160,1138
161,1090
162,963
163,817
164,648
165,223
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,71
202,245
203,361
204,461
205,600
206,737
207,849
208,931
209,997
210,1048
211,1082
212,1107
213,1122
214,1123
215,1120
216,1118
217,1120
218,1119
219,1118
220,1118
221,1118
222,1117
223,1116
224,1114
225,1114
226,1116
227,1114
228,1106
229,1100
230,1100
231,1100
232,1102
233,1102
234,1106
235,1102
236,1088
237,1034
238,914
239,778
240,616
241,256
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,51
277,251
278,426
279,592
280,752
281,898
282,1010
283,1087
284,1134
285,1160
286,1185
287,1212
288,1234
289,1251
290,1266
291,1274
292,1278
293,1276
294,1276
295,1276
296,1275
297,1274
298,1267
299,1264
300,1260
301,1258
302,1256
303,1256
304,1256
305,1254
306,1246
307,1236
308,1236
309,1240
310,1240
311,1240
312,1242
313,1242
314,1242
315,1208
316,1080
317,914
318,667
319,274
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,47
358,260
359,450
360,648
361,808
362,914
363,982
364,1027
365,1056
366,1074
367,1087
368,1094
369,1092
370,1088
371,1087
372,1086
373,1086
374,1086
375,1090
376,1088
377,1085
378,1086
379,1090
380,1098
381,1107
382,1110
383,1110
384,1110
385,1106
386,1118
387,1122
388,1128
389,1108
390,992
391,750
392,301
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
